cluster,n,hit_rate,popularity_mean,top_genres,top_release_years
0,2716,0.3589837997054492,54.81443298969072,pop (330); electronic (287); rock (242),2024.0 (787); 2023.0 (409); 2022.0 (232)
1,2115,0.33617021276595743,54.692671394799056,electronic (302); latin (228); hip-hop (188),2024.0 (645); 2023.0 (329); 2022.0 (176)
